Body,Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010054-11205347,-1896.84,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010055-11205348,-1896.84,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17004942-11204448,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17004943-11204449,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17004944-11204450,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17004945-11204451,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17004949-11204455,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17009909-11204490,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17009910-11204491,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17009911-11204492,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17009918-11204499,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011497-11204512,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011500-11204515,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011501-11204516,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011508-11204522,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011510-11204524,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011512-11204526,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011513-11204527,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011515-11204529,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011523-11204532,-1890.26,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17012143-11205754,-1885.3,Fitzroy Support Re 28 Riverbank,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17127334-11234048,-1885.3,Fitzroy Support Re 28 Riverbank,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17012349-11204722,-1883.35,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17007034-11204479,-1871.96,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17007035-11204480,-1871.96,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17007039-11204484,-1871.96,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17007042-11204487,-1871.96,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17007043-11204488,-1871.96,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011480-11204500,-1871.96,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011483-11204503,-1871.96,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011484-11204504,-1871.96,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011488-11204508,-1871.96,Haddon House,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17145860-11233651,-1865.47,Affinity Trust (Wimblington),Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17145908-11233656,-1865.47,Affinity Trust (Wimblington),Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17145914-11233657,-1865.47,Affinity Trust (Wimblington),Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17005067-11202064,-1864.15,Lansdowne Care Services,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17005072-11202066,-1864.15,Lansdowne Care Services,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17005073-11202067,-1864.15,Lansdowne Care Services,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011190-11202069,-1864.15,Lansdowne Care Services,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011192-11202071,-1864.15,Lansdowne Care Services,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011210-11202078,-1864.15,Lansdowne Care Services,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011212-11202079,-1864.15,Lansdowne Care Services,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011214-11202081,-1864.15,Lansdowne Care Services,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011225-11202085,-1864.15,Lansdowne Care Services,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17141597-11264972,-1848.35,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17141598-11264973,-1848.35,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17141601-11264976,-1848.35,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17133459-11264803,-1845.69,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17133460-11264804,-1845.69,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17134466-11264810,-1845.69,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17012020-11202425,-1834.39,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010503-11205160,-1834.22,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010508-11205161,-1834.22,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17012998-11205156,-1834.22,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17127635-11230066,-1832.16,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17129530-11264740,-1809,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17129531-11264741,-1809,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17129532-11264742,-1809,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17146185-11264950,-1799.82,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17012336-11205246,-1773.09,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17012338-11205248,-1773.09,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17012341-11205251,-1773.09,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17136392-11264824,-1773.09,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17136396-11264825,-1773.09,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17145464-11264948,-1773.09,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006959-11203232,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006961-11203234,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006963-11203236,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006965-11203238,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006967-11203240,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006971-11203244,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006975-11203248,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006976-11203249,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006977-11203250,-1769.81,Westward Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17135794-11230054,-1767.59,Augusta Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17005695-11205272,-1763.3,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17005696-11205273,-1763.3,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17005704-11205275,-1763.3,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17005714-11205279,-1763.3,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17125882-11264689,-1751.59,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17125885-11264692,-1751.59,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17125886-11264693,-1751.59,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17009129-11201636,-1740.09,St Georges,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011943-11203183,-1735.74,Fletton Avenue,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011947-11203187,-1735.74,Fletton Avenue,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011950-11203190,-1735.74,Fletton Avenue,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011951-11203191,-1735.74,Fletton Avenue,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011953-11203193,-1735.74,Fletton Avenue,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011957-11203197,-1735.74,Fletton Avenue,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011959-11203199,-1735.74,Fletton Avenue,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011963-11203203,-1735.74,Fletton Avenue,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011977-11203217,-1735.74,Fletton Avenue,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17007292-11205289,-1716.96,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17007296-11205293,-1716.96,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17007300-11205297,-1716.96,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17012404-11204713,-1691.19,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-May-15,17146313-11264998,-1687.05,Affinity Trust,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010973-11205008,-1684.69,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010977-11205010,-1684.69,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010978-11205011,-1684.69,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010984-11205014,-1684.69,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010986-11205016,-1684.69,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010992-11205019,-1684.69,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011004-11205024,-1684.69,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011006-11205025,-1684.69,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17011009-11205026,-1684.69,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010492-11204390,-1683.4,Hereward Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010495-11204392,-1683.4,Hereward Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010496-11204393,-1683.4,Hereward Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010497-11204394,-1683.4,Hereward Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010504-11204397,-1683.4,Hereward Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010506-11204399,-1683.4,Hereward Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010509-11204400,-1683.4,Hereward Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010510-11204401,-1683.4,Hereward Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17010516-11204405,-1683.4,Hereward Care Services Limited,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006914-11204885,-1667.73,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006915-11204886,-1667.73,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006917-11204888,-1667.73,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006919-11204890,-1667.73,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006923-11204894,-1667.73,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006926-11204897,-1667.73,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006927-11204898,-1667.73,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006928-11204899,-1667.73,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,15-May-15,17006929-11204900,-1667.73,Conquest Care Homes Peterborough,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs & Fenland Special Needs,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,29-May-15,17285723-11277010,-1664.29,Rheola Healthcare,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Respite Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-May-15,17135606-11230688,-1637.34,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,SDS - Care and support Services
