Body,Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188561-11917959,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188562-11917960,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188563-11917961,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188565-11917963,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188566-11917964,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188567-11917965,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188568-11917966,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188741-11917857,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188746-11917861,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188747-11917862,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188749-11917864,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188751-11917865,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188752-11917866,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188755-11917869,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188756-11917870,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188759-11917871,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188760-11917872,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188761-11917873,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188762-11917874,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188767-11917877,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188772-11917882,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188778-11917888,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188779-11917889,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188785-11917894,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188786-11917895,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188790-11917899,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188791-11917900,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188792-11917901,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188794-11917903,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188795-11917904,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19200429-11918470,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19200435-11918474,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19204388-11917483,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19204399-11917488,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19204401-11917489,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19204408-11917491,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19204409-11917492,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19204418-11917495,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19204420-11917497,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19205383-11918653,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19205384-11918654,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19205395-11918657,-546.07,Midfield Lodge Care Centre,Care Establishment,2 - Commissioning - Older people Pool,North City Older People's Integrated Team,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19150625-11915676,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164572-11915661,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164574-11915662,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164575-11915663,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164578-11915664,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164581-11915665,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164584-11915666,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164585-11915667,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164587-11915669,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164590-11915670,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164594-11915671,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164596-11915672,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164597-11915673,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164599-11915674,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19164602-11915675,-541.96,Aliwal Healthcare Ltd,Care Establishment,2 - Commissioning - Older people Pool,Wisbech Older People Integration Team,Residential Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19064573-11768936,-534.06,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146034-11768448,-534.06,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19146143-11768436,-534.06,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147941-11768103,-534.06,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19069532-11768761,-528.77,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Supported Living
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,28-Aug-15,19231627-11958809,-527.43,Care Uk Community Partnerships Ltd,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health City & South,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147253-11764850,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147255-11764852,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147257-11764854,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147259-11764856,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147260-11764857,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147262-11764859,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147265-11764862,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147269-11764866,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147272-11764869,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147273-11764870,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147274-11764871,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147275-11764840,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147277-11764842,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147280-11764845,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147282-11764847,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19147283-11764848,-519.04,Branching Out,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065502-11764381,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065503-11764382,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065504-11764383,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065505-11764384,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065506-11764385,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065507-11764386,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065508-11764387,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065509-11764388,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065510-11764389,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065512-11764391,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065513-11764392,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065514-11764393,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065515-11764394,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065516-11764395,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,06-Aug-15,19065517-11764396,-514.8,Midas Care Ltd,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,Day and Domicillary Care Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19185653-11930237,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19185654-11930238,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19185656-11930224,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19185661-11930227,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19185663-11930229,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19185664-11930230,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19185666-11930232,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187195-11929793,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187197-11929795,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187205-11929801,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187212-11929805,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187215-11929807,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187216-11929808,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187217-11929809,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187220-11929812,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187223-11929814,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187226-11929817,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187232-11929823,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187233-11929824,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187234-11929825,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187235-11929826,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187236-11929827,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187563-11929704,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health E Cambs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187567-11929708,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health E Cambs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187571-11929712,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health E Cambs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19187573-11929714,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health E Cambs,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188479-11929542,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
http://statistics.data.gov.uk/id/local-authority/12,Cambridgeshire County Council,21-Aug-15,19188480-11929543,-514.2,Heron House Care Home,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Fenland,Nursing Independent Sector
